ts,proc_cpu_percent,proc_rss_mb,sys_cpu_percent
1757701707232,0.0,14.62,32.1
1757701708233,0.0,14.62,1.9
1757701709233,1.0,14.62,1.0
1757701710234,0.0,14.62,33.1
1757701711235,0.0,14.62,5.1
1757701712235,0.0,14.62,0.2
1757701713236,0.0,14.62,30.5
1757701714237,0.0,14.62,3.4
1757701715238,0.0,14.62,0.1
1757701716238,0.0,14.62,29.9
1757701717239,0.0,14.62,4.3
1757701718240,1.0,14.62,1.4
1757701719240,0.0,14.62,30.1
1757701720241,0.0,14.62,5.4
1757701721242,1.0,14.62,0.3
1757701722245,0.0,14.62,26.2
1757701832462,0.0,14.62,0.0
1757701833463,0.0,14.62,0.0
1757701834463,0.0,14.62,0.2
1757701835464,0.0,14.62,0.3
1757701836465,0.0,14.62,0.1
1757701837466,1.0,14.62,0.0
1757701838466,0.0,14.62,0.4
1757701839467,0.0,14.62,0.1
1757701840468,0.0,14.62,0.1
1757701841469,0.0,14.62,0.4
1757701842469,0.0,14.62,0.1
1757701843470,0.0,14.62,0.2
1757701844471,0.0,14.62,0.3
1757701845472,0.0,14.62,0.1
1757701846472,1.0,14.62,0.3
1757701847473,0.0,14.62,0.1
1757701848474,0.0,14.62,0.2
1757701849474,0.0,14.62,0.0
1757701850475,0.0,14.62,0.2
1757701851486,0.0,14.62,89.2
1757701852487,0.0,14.62,99.6
1757701853488,0.0,14.62,7.5
1757701854489,0.0,14.62,29.5
1757701855489,0.0,14.62,4.5
1757701856490,1.0,14.62,1.3
1757701857491,0.0,14.62,29.8
1757701858492,0.0,14.62,4.4
1757701859492,0.0,14.62,0.2
1757701860493,0.0,14.62,29.0
1757701861494,0.0,14.62,4.6
1757701862494,0.0,14.62,0.1
1757701863495,0.0,14.62,28.0
1757701864496,1.0,14.62,5.3
1757701865497,1.0,14.62,0.2
1757701866498,0.0,14.62,21.9
1757701867499,0.0,14.62,12.4
1757701868500,0.0,14.62,1.4
1757701869501,0.0,14.62,21.9
1757701870502,0.0,14.62,14.0
1757701871503,0.0,14.62,0.1
1757701872503,0.0,14.62,14.1
1757701873504,0.0,14.62,19.0
1757701874505,0.0,14.62,0.0
1757701875505,0.0,14.62,9.1
1757701876506,1.0,14.62,25.2
1757701877507,0.0,14.62,0.3
1757701878508,0.0,14.62,3.1
1757701879509,0.0,14.62,31.8
1757701880509,1.0,14.62,0.2
1757701881510,0.0,14.62,2.3
1757701882511,0.0,14.62,32.0
1757701883511,0.0,14.62,0.4
1757701884512,0.0,14.62,1.6
1757701885513,0.0,14.62,30.9
1757701886513,0.0,14.62,0.0
1757701887514,0.0,14.62,1.2
1757701888515,0.0,14.62,32.0
1757701889516,0.0,14.62,1.3
1757701890516,0.0,14.62,0.3
1757701891517,0.0,14.62,31.6
1757701892518,1.0,14.62,1.3
1757701893519,0.0,14.62,1.6
1757701894519,0.0,14.62,31.1
1757701895520,0.0,14.62,2.1
1757701896521,0.0,14.62,0.2
1757701897522,0.0,14.62,30.3
1757701898522,0.0,14.62,2.7
1757701899523,0.0,14.62,0.3
1757701900524,0.0,14.62,30.1
1757701901524,1.0,14.62,3.1
1757701902525,0.0,14.62,0.1
1757701903526,0.0,14.62,29.0
1757701904527,0.0,14.62,4.0
1757701905528,1.0,14.62,0.1
1757701906528,0.0,14.62,28.5
1757701907529,0.0,14.62,4.9
1757701908530,0.0,14.62,0.2
1757701909531,0.0,14.62,27.7
1757701910531,0.0,14.62,5.4
1757701911532,0.0,14.62,0.3
1757701912534,1.0,14.62,23.8
1757701913535,0.0,14.62,8.9
1757701914536,0.0,14.62,0.2
1757701915537,0.0,14.62,15.6
1757701916537,0.0,14.62,18.8
1757701917538,0.0,14.62,0.3
1757701918539,0.0,14.62,8.3
1757701919539,0.0,14.62,25.1
1757701920540,0.0,14.62,0.7
1757701921541,0.0,14.62,4.1
1757701922541,0.0,14.62,29.9
1757701923542,1.0,14.62,0.7
1757701924543,0.0,14.62,2.5
1757701925543,1.0,14.62,31.9
1757701926544,0.0,14.62,0.0
1757701927545,0.0,14.62,1.8
1757701928545,0.0,14.62,31.7
1757701929546,0.0,14.62,0.3
1757701930547,0.0,14.62,1.6
1757701931547,0.0,14.62,31.1
1757701932548,0.0,14.62,0.1
1757701933549,0.0,14.62,0.6
1757701934549,0.0,14.62,32.1
1757701935550,0.0,14.62,0.6
1757701936551,0.0,14.62,0.6
1757701937551,1.0,14.62,31.4
1757701938552,0.0,14.62,2.5
1757701939553,0.0,14.62,0.3
1757701940554,0.0,14.62,30.4
1757701941554,0.0,14.62,2.4
1757701942555,0.0,14.62,0.1
1757701943556,0.0,14.62,30.0
1757701944557,0.0,14.62,2.7
1757701945557,0.0,14.62,0.2
1757701946558,1.0,14.62,29.2
1757701947559,0.0,14.62,3.3
1757701948559,0.0,14.62,0.1
1757701949560,0.0,14.62,28.6
1757701950561,0.0,14.62,5.2
1757701951562,0.0,14.62,0.7
1757701952565,0.0,14.62,26.8
1757701953567,1.0,14.62,7.3
1757701954568,0.0,14.62,0.3
1757701955570,0.0,14.62,19.8
1757701956571,1.0,14.62,14.3
1757701957572,0.0,14.62,0.2
1757701958574,0.0,14.62,19.8
1757701959575,0.0,14.62,12.5
1757701960576,0.0,14.62,0.6
1757701961576,0.0,14.62,12.6
1757701962577,0.0,14.62,20.7
1757701963578,0.0,14.62,0.2
1757701964579,0.0,14.62,3.7
1757701965581,0.0,14.62,29.5
1757701966581,0.0,14.62,0.1
1757701967582,0.0,14.62,2.9
1757701968583,1.0,14.62,31.1
1757701969584,0.0,14.62,0.0
1757701970584,0.0,14.62,2.7
1757701971585,0.0,14.62,30.3
1757701972586,0.0,14.62,0.4
1757701973587,0.0,14.62,1.5
1757701974587,0.0,14.62,31.5
1757701975588,0.0,14.62,1.0
1757701976589,1.0,14.62,2.0
1757701977590,0.0,14.62,31.8
1757701978590,0.0,14.62,2.8
1757701979591,0.0,14.62,0.3
1757701980592,0.0,14.62,32.2
1757701981592,0.0,14.62,2.5
1757701982593,0.0,14.62,0.3
1757701983594,1.0,14.62,31.1
1757701984594,0.0,14.62,1.8
1757701985595,0.0,14.62,0.4
1757701986596,0.0,14.62,30.7
1757701987597,0.0,14.62,2.9
1757701988597,0.0,14.62,0.2
1757701989598,1.0,14.62,29.7
1757701990598,0.0,14.62,4.4
1757701991599,0.0,14.62,0.2
1757701992600,0.0,14.62,29.1
1757701993601,0.0,14.62,4.6
1757701994601,0.0,14.62,0.1
1757701995602,0.0,14.62,28.4
1757701996603,0.0,14.62,5.6
1757701997603,0.0,14.62,0.4
1757701998604,0.0,14.62,27.7
1757701999605,0.0,14.62,5.9
1757702000606,1.0,14.62,0.6
1757702001610,0.0,14.62,23.8
1757702002611,0.0,14.62,9.9
1757702003612,1.0,14.62,0.0
1757702004612,0.0,14.62,14.4
1757702005613,0.0,14.62,19.4
1757702006614,0.0,14.62,0.1
1757702007615,0.0,14.62,9.1
1757702008616,0.0,14.62,25.2
1757702009616,0.0,14.62,0.3
1757702010617,0.0,14.62,3.5
1757702011618,1.0,14.62,28.6
1757702012619,0.0,14.62,0.6
1757702013619,0.0,14.62,3.3
1757702014620,0.0,14.62,30.6
1757702015621,0.0,14.62,0.0
1757702016621,0.0,14.62,2.1
1757702017622,0.0,14.62,30.9
1757702018623,0.0,14.62,0.1
1757702019624,0.0,14.62,1.3
1757702020624,0.0,14.62,31.6
1757702021625,0.0,14.62,0.8
1757702022626,0.0,14.62,0.5
1757702023626,1.0,14.62,31.5
1757702024627,0.0,14.62,0.1
1757702025628,0.0,14.62,0.1
1757702026628,0.0,14.62,31.3
1757702027629,0.0,14.62,0.7
1757702028630,0.0,14.62,0.2
1757702029631,0.0,14.62,30.4
1757702030632,0.0,14.62,3.0
1757702031632,0.0,14.62,0.3
1757702032633,1.0,14.62,30.3
1757702033634,1.0,14.62,3.8
1757702034635,0.0,14.62,0.4
1757702035635,0.0,14.62,29.2
1757702036636,0.0,14.62,5.6
1757702037637,0.0,14.62,0.1
1757702038638,0.0,14.62,28.1
1757702039638,0.0,14.62,5.7
1757702040639,0.0,14.62,0.5
1757702041640,0.0,14.62,28.3
1757702042640,0.0,14.62,5.7
1757702043641,0.0,14.62,0.1
1757702044642,0.0,14.62,24.4
1757702045643,0.0,14.62,8.6
1757702046644,1.0,14.62,0.3
1757702047647,0.0,14.62,20.0
1757702048648,0.0,14.62,12.2
1757702049649,0.0,14.62,0.2
1757702050649,0.0,14.62,12.0
1757702051650,0.0,14.62,20.9
1757702052651,0.0,14.62,0.1
1757702053651,0.0,14.62,5.6
1757702054652,1.0,14.62,29.2
1757702055653,0.0,14.62,0.1
1757702056653,0.0,14.62,2.9
1757702057654,0.0,14.62,29.8
1757702058655,0.0,14.62,0.2
1757702059656,0.0,14.62,2.3
1757702060656,1.0,14.62,31.6
1757702061657,0.0,14.62,0.1
1757702062658,0.0,14.62,1.8
1757702063658,0.0,14.62,30.6
1757702064659,0.0,14.62,0.2
1757702065660,0.0,14.62,0.6
1757702066661,0.0,14.62,31.4
1757702067661,0.0,14.62,1.1
1757702068662,0.0,14.62,0.1
1757702069663,1.0,14.62,32.1
1757702070663,0.0,14.62,2.4
1757702071664,0.0,14.62,0.5
1757702072665,0.0,14.62,31.0
1757702073665,0.0,14.62,1.4
1757702074666,0.0,14.62,0.1
1757702075667,0.0,14.62,30.1
1757702076668,1.0,14.62,4.1
1757702077668,0.0,14.62,0.5
1757702078669,0.0,14.62,29.6
1757702079670,0.0,14.62,4.6
1757702080670,0.0,14.62,0.4
1757702081671,0.0,14.62,28.9
1757702082672,0.0,14.62,5.5
1757702083672,0.0,14.62,0.3
1757702084673,0.0,14.62,28.0
1757702085674,0.0,14.62,5.7
1757702086675,1.0,14.62,0.1
1757702087676,0.0,14.62,26.9
1757702088677,0.0,14.62,5.9
1757702089678,1.0,14.62,0.2
1757702090679,0.0,14.62,22.4
1757702091681,0.0,14.62,10.0
1757702092682,0.0,14.62,0.2
1757702093683,0.0,14.62,13.7
1757702094684,0.0,14.62,19.2
1757702095684,0.0,14.62,0.3
1757702096685,0.0,14.62,5.0
1757702097686,1.0,14.62,30.1
1757702098687,0.0,14.62,0.2
1757702099688,0.0,14.62,3.1
1757702100688,0.0,14.62,31.4
1757702101689,0.0,14.62,0.6
1757702102690,0.0,14.62,2.6
1757702103691,0.0,14.62,31.6
1757702104691,0.0,14.62,0.8
1757702105692,0.0,14.62,1.8
1757702106693,1.0,14.62,32.3
1757702107693,0.0,14.62,1.7
1757702108694,0.0,14.62,1.0
1757702109695,1.0,14.62,31.6
1757702110696,0.0,14.62,0.7
1757702111696,0.0,14.62,0.3
1757702112697,0.0,14.62,32.1
1757702113698,0.0,14.62,2.4
1757702114699,0.0,14.62,0.1
1757702115700,0.0,14.62,31.3
1757702116700,0.0,14.62,3.8
1757702117701,0.0,14.62,0.3
1757702118702,1.0,14.62,30.4
1757702119703,0.0,14.62,4.5
1757702120704,0.0,14.62,0.1
1757702121704,0.0,14.62,29.9
1757702122705,0.0,14.62,4.3
1757702123706,0.0,14.62,2.5
1757702124707,0.0,14.62,29.0
1757702125707,0.0,14.62,5.0
1757702126708,0.0,14.62,0.1
1757702127709,0.0,14.62,28.6
1757702128709,0.0,14.62,6.6
1757702129710,0.0,14.62,0.3
1757702130711,1.0,14.62,27.7
1757702131712,0.0,14.62,5.1
1757702132712,1.0,14.62,0.5
1757702133714,0.0,14.62,20.3
1757702134715,0.0,14.62,16.4
1757702135716,0.0,14.62,0.2
1757702136717,0.0,14.62,13.1
1757702137717,0.0,14.62,22.6
1757702138718,0.0,14.62,0.7
1757702139719,0.0,14.62,4.3
1757702140719,0.0,14.62,31.9
1757702141720,1.0,14.62,0.4
1757702142721,0.0,14.62,3.5
1757702143722,0.0,14.62,30.7
1757702144723,0.0,14.62,0.0
1757702145724,0.0,14.62,2.9
1757702146725,0.0,14.62,30.8
1757702147725,0.0,14.62,0.2
1757702148726,0.0,14.62,2.2
1757702149727,1.0,14.62,30.1
1757702150727,0.0,14.62,0.4
1757702151728,0.0,14.62,1.5
1757702152729,0.0,14.62,30.7
1757702153730,0.0,14.62,0.2
1757702154730,0.0,14.62,0.7
1757702155731,0.0,14.62,31.7
1757702156732,1.0,14.62,2.3
1757702157733,0.0,14.62,0.6
1757702158734,0.0,14.62,29.1
1757702159735,0.0,14.62,4.3
1757702160736,0.0,14.62,0.3
1757702161736,0.0,14.62,28.4
1757702162737,0.0,14.62,4.8
1757702163738,0.0,14.62,0.5
1757702164739,0.0,14.62,24.0
1757702165741,1.0,14.62,10.2
1757702166741,0.0,14.62,0.2
1757702167743,0.0,14.62,22.4
1757702168744,0.0,14.62,12.8
1757702169745,0.0,14.62,0.1
1757702170746,0.0,14.62,15.7
1757702171747,0.0,14.62,17.7
1757702172748,0.0,14.62,0.2
1757702173748,0.0,14.62,10.8
1757702174749,0.0,14.62,21.9
1757702175750,2.0,14.62,0.4
1757702176751,0.0,14.62,4.4
1757702177752,0.0,14.62,29.1
1757702178752,0.0,14.62,0.2
1757702179753,0.0,14.62,2.8
1757702180754,0.0,14.62,29.6
1757702181754,0.0,14.62,0.1
1757702182755,0.0,14.62,2.3
1757702183756,0.0,14.62,30.4
1757702184756,0.0,14.62,0.2
1757702185757,1.0,14.62,1.4
1757702186758,0.0,14.62,31.5
1757702187759,0.0,14.62,0.2
1757702188760,0.0,14.62,0.9
1757702189760,0.0,14.62,31.8
1757702190761,0.0,14.62,1.0
1757702191762,0.0,14.62,1.1
1757702192762,0.0,14.62,31.9
1757702193763,0.0,14.62,2.6
1757702194764,0.0,14.62,0.4
1757702195765,0.0,14.62,30.8
1757702196765,0.0,14.62,2.9
1757702197766,1.0,14.62,0.2
1757702198767,0.0,14.62,30.2
1757702199768,1.0,14.62,3.6
1757702200768,0.0,14.62,0.1
1757702201769,0.0,14.62,29.4
1757702202770,0.0,14.62,3.8
1757702203771,0.0,14.62,0.0
1757702204771,0.0,14.62,28.1
1757702205772,0.0,14.62,4.0
1757702206773,0.0,14.62,0.5
1757702207773,0.0,14.62,28.1
1757702208774,0.0,14.62,4.6
1757702209775,0.0,14.62,0.2
1757702210776,1.0,14.62,27.3
1757702211777,0.0,14.62,4.3
1757702212777,0.0,14.62,0.6
1757702213778,0.0,14.62,20.7
1757702214779,0.0,14.62,12.3
1757702215779,0.0,14.62,0.1
1757702216780,0.0,14.62,15.8
1757702217781,0.0,14.62,18.5
1757702218781,0.0,14.62,0.2
1757702219782,0.0,14.62,6.7
1757702220783,0.0,14.62,27.2
1757702221783,1.0,14.62,0.7
1757702222784,0.0,14.62,3.0
1757702223785,0.0,14.62,29.5
1757702224785,1.0,14.62,0.5
1757702225786,0.0,14.62,2.4
1757702226787,0.0,14.62,30.0
1757702227788,0.0,14.62,0.2
1757702228788,0.0,14.62,1.8
1757702229789,0.0,14.62,30.6
1757702230790,0.0,14.62,0.2
1757702231790,0.0,14.62,0.9
1757702232791,0.0,14.62,31.3
1757702233792,0.0,14.62,0.2
1757702234793,0.0,14.62,0.0
1757702235793,0.0,14.62,31.7
1757702236794,0.0,14.62,1.9
1757702237795,0.0,14.62,0.3
1757702238796,1.0,14.62,31.2
1757702239796,0.0,14.62,1.8
1757702240797,0.0,14.62,0.0
1757702241798,0.0,14.62,30.4
1757702242798,0.0,14.62,2.2
1757702243799,1.0,14.62,0.2
1757702244800,0.0,14.62,29.6
1757702245801,0.0,14.62,3.1
1757702246801,0.0,14.62,0.4
1757702247802,0.0,14.62,28.9
1757702248803,1.0,14.62,3.8
1757702249804,0.0,14.62,0.2
1757702250805,0.0,14.62,28.2
1757702251806,0.0,14.62,6.2
1757702252807,0.0,14.62,0.6
1757702253808,0.0,14.62,26.3
1757702254809,0.0,14.62,9.2
1757702255810,0.0,14.62,0.1
1757702256813,0.0,14.62,23.7
1757702257814,1.0,14.62,9.2
1757702258815,0.0,14.62,0.2
1757702259816,0.0,14.62,15.7
1757702260817,0.0,14.62,17.3
1757702261818,0.0,14.62,0.1
1757702262818,0.0,14.62,10.7
1757702263819,0.0,14.62,21.3
1757702264820,0.0,14.62,0.1
1757702265820,0.0,14.62,3.7
1757702266821,0.0,14.62,29.8
1757702267822,1.0,14.62,0.1
1757702268823,0.0,14.62,2.6
1757702269824,0.0,14.62,31.0
1757702270825,0.0,14.62,0.1
1757702271825,0.0,14.62,1.9
1757702272826,0.0,14.62,30.0
1757702273827,1.0,14.62,0.3
1757702274827,0.0,14.62,1.2
1757702275828,0.0,14.62,31.9
1757702276829,0.0,14.62,1.5
1757702277830,1.0,14.62,0.9
1757702278830,0.0,14.62,32.2
1757702279831,0.0,14.62,3.7
1757702280831,0.0,14.62,0.1
1757702281832,0.0,14.62,31.5
1757702282833,0.0,14.62,2.7
1757702283834,0.0,14.62,0.2
1757702284834,0.0,14.62,31.0
1757702285835,0.0,14.62,2.8
1757702286836,0.0,14.62,0.1
1757702287836,0.0,14.62,30.0
1757702288837,0.0,14.62,3.7
1757702289838,1.0,14.62,0.1
1757702290838,0.0,14.62,29.5
1757702291839,0.0,14.62,2.7
1757702292840,0.0,14.62,0.5
1757702293840,0.0,14.62,28.9
1757702294841,0.0,14.62,4.6
1757702295842,0.0,14.62,0.3
1757702296843,1.0,14.62,28.0
1757702297843,0.0,14.62,5.0
1757702298844,0.0,14.62,0.4
1757702299846,0.0,14.62,25.9
1757702300847,0.0,14.62,7.1
1757702301848,0.0,14.62,0.2
1757702302851,0.0,14.62,20.0
1757702303852,0.0,14.62,13.0
1757702304853,0.0,14.62,0.3
1757702305853,0.0,14.62,14.4
1757702306854,1.0,14.62,18.2
1757702307855,1.0,14.62,0.3
1757702308855,0.0,14.62,7.6
1757702309856,0.0,14.62,24.9
1757702310857,0.0,14.62,0.8
1757702311857,0.0,14.62,4.5
1757702312858,0.0,14.62,30.7
1757702313858,0.0,14.62,0.8
1757702314859,0.0,14.62,2.4
1757702315860,0.0,14.62,31.6
1757702316861,0.0,14.62,2.1
1757702317861,0.0,14.62,1.6
1757702318862,1.0,14.62,31.2
1757702319863,0.0,14.62,0.7
1757702320864,0.0,14.62,0.8
1757702321864,0.0,14.62,31.5
1757702322865,0.0,14.62,0.5
1757702323866,0.0,14.62,0.0
1757702324866,0.0,14.62,31.8
1757702325867,0.0,14.62,1.0
1757702326868,0.0,14.62,0.1
1757702327869,1.0,14.62,31.0
1757702328869,0.0,14.62,4.6
1757702329870,0.0,14.62,13.2
1757702330871,0.0,14.62,38.1
1757702331871,0.0,14.62,11.8
1757702332872,0.0,14.62,0.6
1757702333873,0.0,14.62,29.3
1757702334874,1.0,14.62,4.2
1757702335874,0.0,14.62,0.2
1757702336875,0.0,14.62,30.1
1757702337876,0.0,14.62,3.9
1757702338877,0.0,14.62,0.1
1757702339877,1.0,14.62,27.8
1757702340878,0.0,14.62,7.5
1757702341879,0.0,14.62,0.6
1757702342879,0.0,14.62,27.6
1757702343880,0.0,14.62,5.6
1757702344881,0.0,14.62,0.1
1757702345881,0.0,14.62,23.5
1757702346882,0.0,14.62,9.9
1757702347883,0.0,14.62,9.9
1757702348883,0.0,14.62,19.8
1757702349884,0.0,14.62,17.6
1757702350885,1.0,14.62,0.0
1757702351886,0.0,14.62,12.9
1757702352886,0.0,14.62,24.5
1757702353887,0.0,14.62,1.9
1757702354888,0.0,14.62,3.3
1757702355889,0.0,14.62,29.3
1757702356889,0.0,14.62,0.2
1757702357890,0.0,14.62,3.2
1757702358891,0.0,14.62,30.2
1757702359891,0.0,14.62,2.6
1757702360892,0.0,14.62,1.9
1757702361893,1.0,14.62,30.9
1757702362894,0.0,14.62,0.1
1757702363894,1.0,14.62,2.7
1757702364895,0.0,14.62,31.5
1757702365896,0.0,14.62,0.6
1757702366897,0.0,14.62,0.4
1757702367897,0.0,14.62,31.6
1757702368898,0.0,14.62,0.2
1757702369899,0.0,14.62,0.2
1757702370899,0.0,14.62,31.2
1757702371900,0.0,14.62,1.7
1757702372901,0.0,14.62,0.1
1757702373902,0.0,14.62,30.4
1757702374902,0.0,14.62,2.2
1757702375903,1.0,14.62,0.2
1757702376904,0.0,14.62,29.9
1757702377905,0.0,14.62,3.7
1757702378905,0.0,14.62,0.4
1757702379906,1.0,14.62,29.1
1757702380907,0.0,14.62,3.0
1757702381908,0.0,14.62,1.1
1757702382908,0.0,14.62,28.3
1757702383909,0.0,14.62,5.1
1757702384910,0.0,14.62,0.2
1757702385911,0.0,14.62,27.8
1757702386911,0.0,14.62,4.4
1757702387912,0.0,14.62,0.2
1757702388913,0.0,14.62,24.0
1757702389913,0.0,14.62,9.2
1757702390914,1.0,14.62,0.1
1757702391917,0.0,14.62,19.0
1757702392918,0.0,14.62,14.7
1757702393919,0.0,14.62,0.6
1757702394919,0.0,14.62,11.2
1757702395920,0.0,14.62,21.9
1757702396921,0.0,14.62,1.2
1757702397922,0.0,14.62,1.8
1757702398922,0.0,14.62,32.0
1757702399923,0.0,14.62,0.4
1757702400924,1.0,14.62,0.7
1757702401925,0.0,14.62,31.7
1757702402925,0.0,14.62,1.3
1757702403926,0.0,14.62,1.2
1757702404927,0.0,14.62,31.4
1757702405928,0.0,14.62,1.4
1757702406928,0.0,14.62,0.2
1757702407929,0.0,14.62,30.9
1757702408930,0.0,14.62,1.8
1757702409930,0.0,14.62,0.2
1757702410931,0.0,14.62,30.0
1757702411932,1.0,14.62,4.0
1757702412932,0.0,14.62,0.2
1757702413933,0.0,14.62,29.1
1757702414934,1.0,14.62,3.8
1757702415934,0.0,14.62,2.0
1757702416935,0.0,14.62,28.1
1757702417936,0.0,14.62,5.3
1757702418937,0.0,14.62,0.0
1757702419937,0.0,14.62,27.8
1757702420938,0.0,14.62,5.0
1757702421939,0.0,14.62,0.8
1757702422941,0.0,14.62,26.1
1757702423942,0.0,14.62,6.6
1757702424943,0.0,14.62,0.1
1757702425946,0.0,14.62,20.6
1757702426947,1.0,14.62,11.1
1757702427948,0.0,14.62,0.2
1757702428948,0.0,14.62,12.9
1757702429949,0.0,14.62,19.4
1757702430950,0.0,14.62,0.2
1757702431950,0.0,14.62,6.4
1757702432951,1.0,14.62,27.0
1757702433952,0.0,14.62,0.1
1757702434953,0.0,14.62,3.0
1757702435953,0.0,14.62,30.6
1757702436954,0.0,14.62,0.1
1757702437955,0.0,14.62,2.2
1757702438956,0.0,14.62,31.4
1757702439956,0.0,14.62,0.0
1757702440957,0.0,14.62,1.5
1757702441958,1.0,14.62,31.4
1757702442958,0.0,14.62,0.6
1757702443959,0.0,14.62,1.3
1757702444960,1.0,14.62,31.4
1757702445961,0.0,14.62,0.1
1757702446961,0.0,14.62,0.3
1757702447962,0.0,14.62,31.5
1757702448963,0.0,14.62,1.3
1757702449964,0.0,14.62,1.2
1757702450965,0.0,14.62,30.9
1757702451965,0.0,14.62,1.2
1757702452966,0.0,14.62,0.1
1757702453967,1.0,14.62,30.2
1757702454967,0.0,14.62,2.2
1757702455968,0.0,14.62,1.1
1757702456969,0.0,14.62,30.7
1757702457970,0.0,14.62,2.6
1757702458970,0.0,14.62,0.2
1757702459971,0.0,14.62,28.8
1757702460972,0.0,14.62,5.3
1757702461973,0.0,14.62,1.2
1757702462973,0.0,14.62,28.1
1757702463974,0.0,14.62,4.6
1757702464975,1.0,14.62,0.1
1757702465976,0.0,14.62,27.5
1757702466976,0.0,14.62,5.3
1757702467977,0.0,14.62,0.3
1757702468980,0.0,14.62,20.0
1757702469981,0.0,14.62,12.9
1757702470982,0.0,14.62,0.3
1757702471983,1.0,14.62,14.7
1757702472983,0.0,14.62,18.8
1757702473984,0.0,14.62,0.5
1757702474985,0.0,14.62,7.6
1757702475985,0.0,14.62,24.7
1757702476986,1.0,14.62,0.3
1757702477987,0.0,14.62,4.2
1757702478988,0.0,14.62,30.9
1757702479989,0.0,14.62,0.3
1757702480990,1.0,14.62,2.7
1757702481991,0.0,14.62,30.5
1757702482992,0.0,14.62,0.0
1757702483992,0.0,14.62,1.9
1757702484993,0.0,14.62,31.2
1757702485994,0.0,14.62,0.2
1757702486994,0.0,14.62,1.1
1757702487995,0.0,14.62,30.6
1757702488996,0.0,14.62,0.2
1757702489997,0.0,14.62,0.8
1757702490997,1.0,14.62,31.8
1757702491998,0.0,14.62,3.0
1757702492999,0.0,14.62,0.2
1757702494000,0.0,14.62,31.4
1757702495000,0.0,14.62,3.2
1757702496001,0.0,14.62,0.2
1757702497002,0.0,14.62,30.6
1757702498002,0.0,14.62,5.5
1757702499003,0.0,14.62,0.2
1757702500004,0.0,14.62,30.1
1757702501004,0.0,14.62,2.8
1757702502005,1.0,14.62,0.2
1757702503006,0.0,14.62,29.1
1757702504007,0.0,14.62,4.3
1757702505007,0.0,14.62,0.3
1757702506008,0.0,14.62,28.4
1757702507009,1.0,14.62,4.6
1757702508010,0.0,14.62,0.3
1757702509010,0.0,14.62,27.8
1757702510011,0.0,14.62,6.0
1757702511012,0.0,14.62,0.2
1757702512014,1.0,14.62,25.6
1757702513015,0.0,14.62,7.2
1757702514015,0.0,14.62,0.1
1757702515016,0.0,14.62,18.4
1757702516017,0.0,14.62,14.3
1757702517018,0.0,14.62,1.3
1757702518018,0.0,14.62,10.4
1757702519020,0.0,14.62,24.0
1757702520020,0.0,14.62,0.1
1757702521023,1.0,14.62,3.9
1757702522024,0.0,14.62,28.8
1757702523025,0.0,14.62,0.2
1757702524025,0.0,14.62,3.8
1757702525026,0.0,14.62,30.7
1757702526027,0.0,14.62,0.2
1757702527028,0.0,14.62,2.1
1757702528028,0.0,14.62,32.0
1757702529029,1.0,14.62,1.7
1757702530030,0.0,14.62,1.6
1757702531030,0.0,14.62,32.0
1757702532031,0.0,14.62,0.8
1757702533032,0.0,14.62,1.0
1757702534033,0.0,14.62,31.6
1757702535033,0.0,14.62,1.8
1757702536034,1.0,14.62,0.8
1757702537035,0.0,14.62,31.8
1757702538036,0.0,14.62,3.5
1757702539037,0.0,14.62,0.3
1757702540037,0.0,14.62,31.2
1757702541038,0.0,14.62,2.4
1757702542039,0.0,14.62,0.4
1757702543039,0.0,14.62,30.0
1757702544040,1.0,14.62,5.1
1757702545041,0.0,14.62,0.2
1757702546042,0.0,14.62,29.4
1757702547042,0.0,14.62,3.7
1757702548043,0.0,14.62,0.4
1757702549044,0.0,14.62,28.9
1757702550045,1.0,14.62,8.3
1757702551045,0.0,14.62,0.2
1757702552046,0.0,14.62,28.3
1757702553047,1.0,14.62,4.9
1757702554048,0.0,14.62,0.2
1757702555048,0.0,14.62,27.3
1757702556049,0.0,14.62,5.7
1757702557050,0.0,14.62,0.3
1757702558050,0.0,14.62,12.4
1757702559051,0.0,14.62,22.6
1757702560052,0.0,14.62,0.9
1757702561053,0.0,14.62,8.8
1757702562054,0.0,14.62,26.3
1757702563054,1.0,14.62,0.4
1757702564055,0.0,14.62,4.8
1757702565056,0.0,14.62,31.4
1757702566057,0.0,14.62,0.3
1757702567057,1.0,14.62,3.0
1757702568058,0.0,14.62,31.5
1757702569059,0.0,14.62,0.6
1757702570060,0.0,14.62,3.3
1757702571060,0.0,14.62,32.0
1757702572061,0.0,14.62,0.3
1757702573062,0.0,14.62,1.8
1757702574063,0.0,14.62,31.7
1757702575064,1.0,14.62,1.1
1757702576065,0.0,14.62,1.6
1757702577065,0.0,14.62,32.2
1757702578066,0.0,14.62,3.9
1757702579067,0.0,14.62,0.3
1757702580068,0.0,14.62,31.8
1757702581068,0.0,14.62,5.2
1757702582069,0.0,14.62,1.6
1757702583070,0.0,14.62,31.1
1757702584071,0.0,14.62,4.3
1757702585071,0.0,14.62,0.1
1757702586072,1.0,14.62,30.5
1757702587073,0.0,14.62,2.8
1757702588074,0.0,14.62,0.2
1757702589075,1.0,14.62,29.7
1757702590075,0.0,14.62,5.6
1757702591076,0.0,14.62,0.2
1757702592077,0.0,14.62,28.9
